ID,PROGRAMA,N_PERIODOS,SECUENCIA_ESTADOS,SECUENCIA_TRANSICIONES,ESTADO_FINAL_PRED,ESTADO_FINAL_REAL
T00067787,ADMINISTRACION DE EMPRESAS,2,Primera vez en una carrera → Continuo regular,ac,Grado,Grado
T00067790,INGENIERIA NAVAL,1,Primera vez en una carrera,k,Final,Final
T00067791,INGENIERIA DE SISTEMAS Y COMPU,8,Primera vez en una carrera → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular,aaaaaaac,Grado,Grado
T00067794,PSICOLOGIA,8,Primera vez en una carrera → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular,aaakaaac,Grado,Grado
T00067799,INGENIERIA MECATRONICA,9,Primera vez en una carrera → Continuo regular → PAP → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular,abaaaaaac,Grado,Grado
T00067800,INGENIERIA NAVAL,9,Primera vez en una carrera → Continuo regular → Continuo regular → Primera vez en una carrera → Continuo regular → PAP → Continuo regular → Continuo regular → Continuo regular,aababaaac,Grado,Grado
T00067801,FINANZAS Y NEGOCIOS INTERNACIO,9,Primera vez en una carrera → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular,aaaaaaaac,Grado,Grado
T00067806,INGENIERIA MECATRONICA,9,Primera vez en una carrera → Continuo regular → Continuo regular → PAP → PAT → Continuo regular → Continuo regular → Continuo regular → Continuo regular,aabbaaaac,Grado,Grado
T00067810,INGENIERIA CIVIL,5,Primera vez en una carrera → Continuo regular → PAP → PAT → Recuperación académica,abbec,Grado,Grado
T00067812,INGENIERIA DE SISTEMAS Y COMPU,9,Primera vez en una carrera → Continuo regular → Continuo regular → PAP → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular,aabaaaaac,Grado,Grado
T00067816,INGENIERIA INDUSTRIAL,9,Primera vez en una carrera → Continuo regular → Continuo regular → PAP → PAT → Recuperación académica → Continuo regular → PAP → Continuo regular,aabbeabac,Grado,Grado
T00067817,ECONOMIA,9,Primera vez en una carrera → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular,aaaaaaaac,Grado,Grado
T00067825,FINANZAS Y NEGOCIOS INTERNACIO,8,Primera vez en una carrera → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular,aaaaaaac,Grado,Grado
T00067826,INGENIERIA MECATRONICA,1,Primera vez en una carrera,k,Final,Final
T00067827,FINANZAS Y NEGOCIOS INTERNACIO,9,Primera vez en una carrera → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular,aaaaaaaac,Grado,Grado
T00067828,PSICOLOGIA,9,Primera vez en una carrera → Continuo regular → Continuo regular → PAP → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular,aabaaaaac,Grado,Grado
T00067858,FINANZAS Y NEGOCIOS INTERNACIO,1,Primera vez en una carrera,c,Grado,Grado
T00067864,INGENIERIA BIOMEDICA,3,Primera vez en una carrera → Continuo regular → Continuo regular,aac,Grado,Grado
T00067902,COMUNICACION SOCIAL,9,Primera vez en una carrera → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular,aaaaaaaac,Grado,Grado
T00067918,FINANZAS Y NEGOCIOS INTERNACIO,9,Primera vez en una carrera → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular,aaaaaaaac,Grado,Grado
T00067919,FINANZAS Y NEGOCIOS INTERNACIO,9,Primera vez en una carrera → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular,aaaaaaaac,Grado,Grado
T00067922,FINANZAS Y NEGOCIOS INTERNACIO,9,Primera vez en una carrera → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular,aaaaaaaac,Grado,Grado
T00067924,CONTADURIA PUBLICA,9,Primera vez en una carrera → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular,aaaaaaaac,Grado,Grado
T00067927,INGENIERIA MECATRONICA,9,Primera vez en una carrera → Continuo regular → PAP → Continuo regular → PAP → Continuo regular → PAP → Continuo regular → PAP,ababababc,Grado,Grado
T00067928,INGENIERIA NAVAL,9,Primera vez en una carrera → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular,aaaaaaaac,Grado,Grado
T00067930,INGENIERIA ELECTRONICA,9,Primera vez en una carrera → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular,aaaaaaaac,Grado,Grado
T00067932,PSICOLOGIA,9,Primera vez en una carrera → Continuo regular → PAP → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular,abaaaaaac,Grado,Grado
T00067933,COMUNICACION SOCIAL,9,Primera vez en una carrera → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular,aaaaaaaac,Grado,Grado
T00067934,INGENIERIA ELECTRICA,9,Primera vez en una carrera → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular,aaaaaaaac,Grado,Grado
T00067935,INGENIERIA MECATRONICA,9,Primera vez en una carrera → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular,aaaaaaaac,Grado,Grado
T00067940,INGENIERIA CIVIL,9,Primera vez en una carrera → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular,aaaaaaaac,Grado,Grado
T00067941,PSICOLOGIA,9,Primera vez en una carrera → Continuo regular → Continuo regular → PAP → Continuo regular → Continuo regular → PAP → Continuo regular → Continuo regular,aabaabaac,Grado,Grado
T00067942,PSICOLOGIA,8,Primera vez en una carrera → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular,aaakaaac,Grado,Grado
T00067943,PSICOLOGIA,9,Primera vez en una carrera → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular,aaaaaaaac,Grado,Grado
T00067944,INGENIERIA MECANICA,6,Primera vez en una carrera → Continuo regular → Continuo regular → PAP → Continuo regular → Continuo regular,akbaac,Grado,Grado
T00067945,COMUNICACION SOCIAL,1,Primera vez en una carrera,c,Grado,Grado
T00067949,INGENIERIA BIOMEDICA,9,Primera vez en una carrera → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → PAP,aaaaaaabc,Grado,Grado
T00067950,CONTADURIA PUBLICA,9,Primera vez en una carrera → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular,aaaaaaaac,Grado,Grado
T00067953,PSICOLOGIA,9,Primera vez en una carrera → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular,aaaaaaaac,Grado,Grado
T00067956,INGENIERIA INDUSTRIAL,9,Primera vez en una carrera → PAP → Continuo regular → PAP → Continuo regular → Continuo regular → Continuo regular → PAP → Continuo regular,babaaabac,Grado,Grado
T00067957,INGENIERIA INDUSTRIAL,2,Primera vez en una carrera → Continuo regular,ac,Grado,Grado
T00067958,ADMINISTRACION DE EMPRESAS,9,Primera vez en una carrera → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular,aaaaaaaac,Grado,Grado
T00067960,INGENIERIA DE SISTEMAS Y COMPU,9,Primera vez en una carrera → Continuo regular → Continuo regular → Continuo regular → PAP → Continuo regular → Continuo regular → Continuo regular → Continuo regular,aaabaaaac,Grado,Grado
T00067961,FINANZAS Y NEGOCIOS INTERNACIO,8,Primera vez en una carrera → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular,aaaaaaac,Grado,Grado
T00067964,INGENIERIA MECANICA,9,Primera vez en una carrera → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular,aaaaaaaac,Grado,Grado
T00067992,FINANZAS Y NEGOCIOS INTERNACIO,9,Primera vez en una carrera → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular,aaaaaaaac,Grado,Grado
T00067993,FINANZAS Y NEGOCIOS INTERNACIO,8,Primera vez en una carrera → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular,aaaaaaac,Grado,Grado
T00067994,FINANZAS Y NEGOCIOS INTERNACIO,9,Primera vez en una carrera → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular,aaaaaaaac,Grado,Grado
T00067996,ECONOMIA,9,Primera vez en una carrera → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular,aaaaaaaac,Grado,Grado
T00067999,INGENIERIA MECATRONICA,9,Primera vez en una carrera → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular,aaaaaaaac,Grado,Grado
T00068001,INGENIERIA INDUSTRIAL,2,Primera vez en una carrera → Primera vez en una carrera,kk,Final,Final
T00068003,FINANZAS Y NEGOCIOS INTERNACIO,9,Primera vez en una carrera → PAP → PAT → Recuperación académica → Recuperación académica → Recuperación académica → Recuperación académica → Recuperación académica → Primera vez en una carrera,bbeeeeeek,Final,Final
T00068005,INGENIERIA MECANICA,9,Primera vez en una carrera → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → PAP → Continuo regular → Continuo regular,aaaaabaac,Grado,Grado
T00068006,INGENIERIA INDUSTRIAL,9,Primera vez en una carrera → Continuo regular → Continuo regular → PAP → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular,aabaaaaac,Grado,Grado
T00068008,INGENIERIA DE SISTEMAS Y COMPU,8,Primera vez en una carrera → Continuo regular → Continuo regular → Continuo regular → Continuo regular → PAP → Continuo regular → Continuo regular,aaaabaac,Grado,Grado
T00068009,CIENCIA POLITICA Y RELAC INTER,9,Primera vez en una carrera → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → PAP,aaaaaaabc,Grado,Grado
T00068011,ARQUITECTURA,8,Primera vez en una carrera → PAP → PAT → Recuperación académica → Recuperación académica → Recuperación académica → Recuperación académica → Primera vez en una carrera,bbeeeekc,Grado,Grado
T00068013,FINANZAS Y NEGOCIOS INTERNACIO,9,Primera vez en una carrera → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular,aaaaaaaac,Grado,Grado
T00068017,INGENIERIA MECATRONICA,6,Primera vez en una carrera → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular,kaaaac,Grado,Grado
T00068020,DERECHO,8,Primera vez en una carrera → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular,aaaaaaac,Grado,Grado
T00068022,INGENIERIA INDUSTRIAL,9,Primera vez en una carrera → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular,aaaaaaaac,Grado,Grado
T00068023,INGENIERIA CIVIL,9,Primera vez en una carrera → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular,aaaaaaaac,Grado,Grado
T00068025,INGENIERIA CIVIL,3,Primera vez en una carrera → Continuo regular → Continuo regular,aac,Grado,Grado
T00068033,COMUNICACION SOCIAL,9,Primera vez en una carrera → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular,aaaaaaaac,Grado,Grado
T00068064,INGENIERIA BIOMEDICA,1,Primera vez en una carrera,c,Grado,Grado
T00068072,PSICOLOGIA,9,Primera vez en una carrera → Continuo regular → PAP → Continuo regular → PAP → Continuo regular → Continuo regular → Continuo regular → Continuo regular,ababaaaac,Grado,Grado
T00068073,INGENIERIA INDUSTRIAL,9,Primera vez en una carrera → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular,aaaaaaaac,Grado,Grado
T00068074,INGENIERIA MECATRONICA,9,Primera vez en una carrera → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular,aaaaaaaac,Grado,Grado
T00068077,FINANZAS Y NEGOCIOS INTERNACIO,9,Primera vez en una carrera → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular,aaaaaaaac,Grado,Grado
T00068078,INGENIERIA DE SISTEMAS Y COMPU,1,Primera vez en una carrera,k,Final,Final
T00068086,PSICOLOGIA,9,Primera vez en una carrera → Continuo regular → Continuo regular → Continuo regular → Continuo regular → PAP → Continuo regular → Continuo regular → Continuo regular,aaaabaaac,Grado,Grado
T00068087,INGENIERIA CIVIL,9,Primera vez en una carrera → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular,aaaaaaaac,Grado,Grado
T00068089,CONTADURIA PUBLICA,3,Primera vez en una carrera → Continuo regular → PAP,abc,Grado,Grado
T00068090,INGENIERIA MECATRONICA,6,Primera vez en una carrera → Continuo regular → PAP → Continuo regular → Continuo regular → Continuo regular,abaaac,Grado,Grado
T00068093,CONTADURIA PUBLICA,4,Primera vez en una carrera → Continuo regular → Continuo regular → Continuo regular,aaac,Grado,Grado
T00068095,ECONOMIA,4,Primera vez en una carrera → Continuo regular → Continuo regular → Continuo regular,aaac,Grado,Grado
T00068096,PSICOLOGIA,9,Primera vez en una carrera → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular,aaaaaaaac,Grado,Grado
T00068098,INGENIERIA BIOMEDICA,8,Primera vez en una carrera → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular,aaaaaaac,Grado,Grado
T00068099,INGENIERIA DE SISTEMAS Y COMPU,3,Primera vez en una carrera → PAP → PAT,bbk,Final,Final
T00068101,INGENIERIA MECATRONICA,7,Primera vez en una carrera → Continuo regular → Continuo regular → PAP → Continuo regular → Continuo regular → Continuo regular,aabaaac,Grado,Grado
T00068102,INGENIERIA BIOMEDICA,9,Primera vez en una carrera → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular,aaaaaaaac,Grado,Grado
T00068105,PSICOLOGIA,8,Primera vez en una carrera → Continuo regular → Continuo regular → PAP → Continuo regular → PAP → Continuo regular → Continuo regular,aababaac,Grado,Grado
T00068110,INGENIERIA AMBIENTAL,9,Primera vez en una carrera → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular,aaaaaaaac,Grado,Grado
T00068111,INGENIERIA DE SISTEMAS Y COMPU,9,Primera vez en una carrera → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular,aaaaaaaac,Grado,Grado
T00068113,INGENIERIA AMBIENTAL,9,Primera vez en una carrera → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular,aaaaaaaac,Grado,Grado
T00068133,COMUNICACION SOCIAL,9,Primera vez en una carrera → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular,aaaaaaaac,Grado,Grado
T00068134,INGENIERIA MECATRONICA,9,Primera vez en una carrera → Continuo regular → PAP → Continuo regular → Continuo regular → PAP → PAT → Recuperación académica → Continuo regular,abaabbeac,Grado,Grado
T00068140,INGENIERIA NAVAL,9,Primera vez en una carrera → Primera vez en una carrera → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular,baaaaaaac,Grado,Grado
T00068142,INGENIERIA DE SISTEMAS Y COMPU,9,Primera vez en una carrera → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular,aaaaaaaac,Grado,Grado
T00068144,INGENIERIA MECATRONICA,9,Primera vez en una carrera → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular,aaaaaaaac,Grado,Grado
T00068149,CIENCIA POLITICA Y RELAC INTER,9,Primera vez en una carrera → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular,aaaaaaaac,Grado,Grado
T00068151,INGENIERIA QUIMICA,5,Primera vez en una carrera → Continuo regular → PAP → PAT → Recuperación académica,abbec,Grado,Grado
T00068153,INGENIERIA MECANICA,8,Primera vez en una carrera → Continuo regular → PAP → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular,abaaaaac,Grado,Grado
T00068155,INGENIERIA INDUSTRIAL,2,Primera vez en una carrera → Primera vez en una carrera,bc,Grado,Grado
T00068158,CIENCIA POLITICA Y RELAC INTER,8,Primera vez en una carrera → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular,aaaaaaac,Grado,Grado
T00068161,INGENIERIA CIVIL,8,Primera vez en una carrera → Continuo regular → PAP → Continuo regular → Continuo regular → Continuo regular → PAP → Continuo regular,abaaabac,Grado,Grado
T00068163,FINANZAS Y NEGOCIOS INTERNACIO,8,Primera vez en una carrera → Continuo regular → PAP → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular,abaaaaac,Grado,Grado
T00068165,ADMINISTRACION DE EMPRESAS,9,Primera vez en una carrera → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular → Continuo regular,aaaaaaaac,Grado,Grado
