ID,PROGRAMA,N_PERIODOS,SECUENCIA_ESTADOS,SECUENCIA_TRANSICIONES,ESTADO_FINAL_PRED,ESTADO_FINAL_REAL,N_ANOMALIAS
T00089940,FINANZAS Y NEGOCIOS INTERNACIO,3,Primera vez en una carrera -> Continuo regular -> Continuo regular,aac,Grado,Grado,0
T00089941,INGENIERIA NAVAL,3,Primera vez en una carrera -> Continuo regular -> Continuo regular,aac,Grado,Grado,0
T00089942,INGENIERIA DE SISTEMAS Y COMPU,3,Primera vez en una carrera -> Continuo regular -> Continuo regular,aac,Grado,Grado,0
T00089945,INGENIERIA BIOMEDICA,3,Primera vez en una carrera -> Continuo regular -> PAP,abc,Grado,Grado,0
T00089947,INGENIERIA DE SISTEMAS Y COMPU,1,Primera vez en una carrera,k,Final,Final,0
T00089951,COMUNICACION SOCIAL,1,Primera vez en una carrera,k,Final,Final,0
T00089958,INGENIERIA DE SISTEMAS Y COMPU,3,Primera vez en una carrera -> Continuo regular -> PAP,abc,Grado,Grado,0
T00089959,INGENIERIA BIOMEDICA,2,Primera vez en una carrera -> PAP,bk,Final,Final,0
T00089960,FINANZAS Y NEGOCIOS INTERNACIO,3,Primera vez en una carrera -> Continuo regular -> Continuo regular,aac,Grado,Grado,0
T00089964,INGENIERIA QUIMICA,3,Primera vez en una carrera -> Continuo regular -> Continuo regular,aac,Grado,Grado,0
T00089966,INGENIERIA CIVIL,1,Primera vez en una carrera,k,Final,Final,0
T00089972,INGENIERIA MECATRONICA,1,Primera vez en una carrera,k,Final,Final,0
T00089975,FINANZAS Y NEGOCIOS INTERNACIO,3,Primera vez en una carrera -> Continuo regular -> Continuo regular,aac,Grado,Grado,0
T00089977,PSICOLOGIA,3,Primera vez en una carrera -> Continuo regular -> Continuo regular,aac,Grado,Grado,0
T00089979,INGENIERIA DE SISTEMAS Y COMPU,3,Primera vez en una carrera -> Continuo regular -> Continuo regular,aac,Grado,Grado,0
T00089984,INGENIERIA CIVIL,3,Primera vez en una carrera -> PAP -> Continuo regular,bac,Grado,Grado,0
T00089988,INGENIERIA DE SISTEMAS Y COMPU,3,Primera vez en una carrera -> Continuo regular -> Continuo regular,aac,Grado,Grado,0
T00089992,INGENIERIA BIOMEDICA,3,Primera vez en una carrera -> Continuo regular -> Continuo regular,aac,Grado,Grado,0
T00089993,INGENIERIA ELECTRICA,3,Primera vez en una carrera -> Continuo regular -> Continuo regular,aak,Final,Final,0
T00089996,INGENIERIA DE SISTEMAS Y COMPU,3,Primera vez en una carrera -> Continuo regular -> PAP,abc,Grado,Grado,0
T00089999,ADMINISTRACION DE EMPRESAS,2,Primera vez en una carrera -> PAP,bk,Final,Final,0
T00090001,PSICOLOGIA,3,Primera vez en una carrera -> Continuo regular -> Continuo regular,aac,Grado,Grado,0
T00090005,INGENIERIA DE SISTEMAS Y COMPU,1,Primera vez en una carrera,c,Grado,Grado,0
T00090009,INGENIERIA CIVIL,2,Primera vez en una carrera -> PAP,bc,Grado,Grado,0
T00090010,CIENCIA POLITICA Y RELAC INTER,3,Primera vez en una carrera -> Continuo regular -> Continuo regular,aac,Grado,Grado,0
T00090028,INGENIERIA CIVIL,1,Primera vez en una carrera,k,Final,Final,0
T00090029,INGENIERIA CIVIL,3,Primera vez en una carrera -> PAP -> PAT,bbc,Grado,Grado,0
T00090030,INGENIERIA NAVAL,3,Primera vez en una carrera -> Continuo regular -> PAP,abk,Final,Final,0
T00090032,INGENIERIA DE SISTEMAS Y COMPU,3,Primera vez en una carrera -> Continuo regular -> Continuo regular,aac,Grado,Grado,0
T00090035,INGENIERIA ELECTRONICA,3,Primera vez en una carrera -> Continuo regular -> PAP,abc,Grado,Grado,0
T00090036,INGENIERIA ELECTRICA,3,Primera vez en una carrera -> Continuo regular -> Continuo regular,aac,Grado,Grado,0
T00090038,FINANZAS Y NEGOCIOS INTERNACIO,3,Primera vez en una carrera -> Continuo regular -> Continuo regular,aac,Grado,Grado,0
T00090041,FINANZAS Y NEGOCIOS INTERNACIO,3,Primera vez en una carrera -> Continuo regular -> Continuo regular,aac,Grado,Grado,0
T00090042,INGENIERIA DE SISTEMAS Y COMPU,3,Primera vez en una carrera -> Continuo regular -> Continuo regular,aac,Grado,Grado,0
T00090045,INGENIERIA ELECTRONICA,3,Primera vez en una carrera -> PAP -> Continuo regular,bac,Grado,Grado,0
T00090047,DERECHO,3,Primera vez en una carrera -> Continuo regular -> Continuo regular,aac,Grado,Grado,0
T00090050,INGENIERIA MECANICA,1,Primera vez en una carrera,k,Final,Final,0
T00090055,CONTADURIA PUBLICA,3,Primera vez en una carrera -> Continuo regular -> Continuo regular,aac,Grado,Grado,0
T00090057,INGENIERIA DE SISTEMAS Y COMPU,1,Primera vez en una carrera,k,Final,Final,0
T00090062,INGENIERIA ELECTRICA,3,Primera vez en una carrera -> Continuo regular -> Continuo regular,aac,Grado,Grado,0
T00090063,COMUNICACION SOCIAL,3,Primera vez en una carrera -> Continuo regular -> Continuo regular,aac,Grado,Grado,0
T00090066,INGENIERIA CIVIL,2,Primera vez en una carrera -> Continuo regular,ac,Grado,Grado,0
T00090067,PSICOLOGIA,3,Primera vez en una carrera -> Continuo regular -> Continuo regular,aac,Grado,Grado,0
T00090089,FINANZAS Y NEGOCIOS INTERNACIO,3,Primera vez en una carrera -> Continuo regular -> Continuo regular,aac,Grado,Grado,0
T00090093,COMUNICACION SOCIAL,3,Primera vez en una carrera -> Continuo regular -> Continuo regular,aac,Grado,Grado,0
T00090096,CIENCIA POLITICA Y RELAC INTER,3,Primera vez en una carrera -> Continuo regular -> Continuo regular,aac,Grado,Grado,0
T00090104,INGENIERIA MECATRONICA,3,Primera vez en una carrera -> Continuo regular -> Continuo regular,aac,Grado,Grado,0
T00090107,INGENIERIA MECATRONICA,3,Primera vez en una carrera -> Continuo regular -> PAP,abc,Grado,Grado,0
T00090127,INGENIERIA MECANICA,1,Primera vez en una carrera,k,Final,Final,0
T00090129,INGENIERIA INDUSTRIAL,3,Primera vez en una carrera -> Continuo regular -> Continuo regular,aak,Final,Final,0
T00090131,FINANZAS Y NEGOCIOS INTERNACIO,3,Primera vez en una carrera -> Continuo regular -> Continuo regular,aac,Grado,Grado,0
T00090308,CIENCIA POLITICA Y RELAC INTER,3,Primera vez en una carrera -> Continuo regular -> Continuo regular,aac,Grado,Grado,0
T00090319,FINANZAS Y NEGOCIOS INTERNACIO,3,Primera vez en una carrera -> Continuo regular -> Continuo regular,aac,Grado,Grado,0
T00090330,INGENIERIA MECANICA,1,Primera vez en una carrera,k,Final,Final,0
T00090335,FINANZAS Y NEGOCIOS INTERNACIO,1,Primera vez en una carrera,k,Final,Final,0
T00090413,INGENIERIA BIOMEDICA,3,Primera vez en una carrera -> Continuo regular -> Continuo regular,aac,Grado,Grado,0
T00090417,INGENIERIA DE SISTEMAS Y COMPU,3,Primera vez en una carrera -> Continuo regular -> PAP,abc,Grado,Grado,0
T00090418,INGENIERIA DE SISTEMAS Y COMPU,3,Primera vez en una carrera -> Continuo regular -> Continuo regular,aac,Grado,Grado,0
T00090427,PSICOLOGIA,3,Primera vez en una carrera -> Continuo regular -> Continuo regular,aac,Grado,Grado,0
T00090428,FINANZAS Y NEGOCIOS INTERNACIO,3,Primera vez en una carrera -> Continuo regular -> Continuo regular,aac,Grado,Grado,0
T00090430,PSICOLOGIA,2,Primera vez en una carrera -> Continuo regular,ac,Grado,Grado,0
T00090433,INGENIERIA ELECTRICA,3,Primera vez en una carrera -> PAP -> PAT,bbc,Grado,Grado,0
T00090436,CIENCIA POLITICA Y RELAC INTER,3,Primera vez en una carrera -> Continuo regular -> Continuo regular,aac,Grado,Grado,0
T00090437,FINANZAS Y NEGOCIOS INTERNACIO,1,Primera vez en una carrera,k,Final,Final,0
T00090439,INGENIERIA QUIMICA,3,Primera vez en una carrera -> Continuo regular -> PAP,abc,Grado,Grado,0
T00090445,INGENIERIA BIOMEDICA,3,Primera vez en una carrera -> Continuo regular -> Continuo regular,aac,Grado,Grado,0
T00090446,INGENIERIA CIVIL,3,Primera vez en una carrera -> Continuo regular -> PAP,abc,Grado,Grado,0
T00090447,FINANZAS Y NEGOCIOS INTERNACIO,3,Primera vez en una carrera -> Continuo regular -> Continuo regular,aac,Grado,Grado,0
T00090450,INGENIERIA CIVIL,3,Primera vez en una carrera -> Continuo regular -> PAP,abc,Grado,Grado,0
T00090452,COMUNICACION SOCIAL,1,Primera vez en una carrera,k,Final,Final,0
T00090454,INGENIERIA NAVAL,1,Primera vez en una carrera,k,Final,Final,0
T00090479,INGENIERIA MECANICA,1,Primera vez en una carrera,c,Grado,Grado,0
T00090488,INGENIERIA DE SISTEMAS Y COMPU,3,Primera vez en una carrera -> Continuo regular -> Continuo regular,aac,Grado,Grado,0
T00090492,PSICOLOGIA,3,Primera vez en una carrera -> Continuo regular -> PAP,abc,Grado,Grado,0
T00090497,INGENIERIA ELECTRONICA,3,Primera vez en una carrera -> Continuo regular -> PAP,abc,Grado,Grado,0
T00090499,INGENIERIA NAVAL,3,Primera vez en una carrera -> Continuo regular -> Continuo regular,aak,Final,Final,0
T00090501,INGENIERIA QUIMICA,3,Primera vez en una carrera -> Continuo regular -> Continuo regular,aac,Grado,Grado,0
T00090505,INGENIERIA CIVIL,1,Primera vez en una carrera,k,Final,Final,0
T00090506,FINANZAS Y NEGOCIOS INTERNACIO,3,Primera vez en una carrera -> Continuo regular -> Continuo regular,aac,Grado,Grado,0
T00090511,COMUNICACION SOCIAL,3,Primera vez en una carrera -> Continuo regular -> Continuo regular,aac,Grado,Grado,0
T00090515,CIENCIA POLITICA Y RELAC INTER,3,Primera vez en una carrera -> Continuo regular -> Continuo regular,aac,Grado,Grado,0
T00090541,CONTADURIA PUBLICA,3,Primera vez en una carrera -> Continuo regular -> Continuo regular,aac,Grado,Grado,0
T00090542,INGENIERIA DE SISTEMAS Y COMPU,1,Primera vez en una carrera,k,Final,Final,0
T00090563,INGENIERIA MECANICA,1,Primera vez en una carrera,k,Final,Final,0
T00090564,INGENIERIA DE SISTEMAS Y COMPU,3,Primera vez en una carrera -> Continuo regular -> PAP,abk,Final,Final,0
T00090567,FINANZAS Y NEGOCIOS INTERNACIO,2,Primera vez en una carrera -> Continuo regular,ak,Final,Final,0
T00090577,INGENIERIA NAVAL,3,Primera vez en una carrera -> Continuo regular -> PAP,abc,Grado,Grado,0
T00090578,INGENIERIA QUIMICA,3,Primera vez en una carrera -> Continuo regular -> Continuo regular,aak,Final,Final,0
T00090580,INGENIERIA CIVIL,2,Primera vez en una carrera -> PAP,bc,Grado,Grado,0
T00090585,INGENIERIA INDUSTRIAL,3,Primera vez en una carrera -> Continuo regular -> Continuo regular,aac,Grado,Grado,0
T00090587,CONTADURIA PUBLICA,3,Primera vez en una carrera -> Continuo regular -> Continuo regular,aac,Grado,Grado,0
T00090588,INGENIERIA CIVIL,3,Primera vez en una carrera -> Continuo regular -> Continuo regular,aac,Grado,Grado,0
T00090597,FINANZAS Y NEGOCIOS INTERNACIO,3,Primera vez en una carrera -> Continuo regular -> Continuo regular,aac,Grado,Grado,0
T00090599,FINANZAS Y NEGOCIOS INTERNACIO,1,Primera vez en una carrera,k,Final,Final,0
T00090600,FINANZAS Y NEGOCIOS INTERNACIO,1,Primera vez en una carrera,k,Final,Final,0
T00090601,INGENIERIA MECATRONICA,1,Primera vez en una carrera,k,Final,Final,0
T00090602,FINANZAS Y NEGOCIOS INTERNACIO,1,Primera vez en una carrera,c,Grado,Grado,0
T00090603,ADMINISTRACION DE EMPRESAS,1,Primera vez en una carrera,k,Final,Final,0
T00090605,INGENIERIA DE SISTEMAS Y COMPU,1,Primera vez en una carrera,k,Final,Final,0
T00090606,INGENIERIA DE SISTEMAS Y COMPU,1,Primera vez en una carrera,k,Final,Final,0
T00090611,INGENIERIA CIVIL,1,Primera vez en una carrera,c,Grado,Grado,0
T00090612,ADMINISTRACION DE EMPRESAS,1,Primera vez en una carrera,k,Final,Final,0
T00090614,INGENIERIA DE SISTEMAS Y COMPU,3,Primera vez en una carrera -> Continuo regular -> Continuo regular,aac,Grado,Grado,0
T00090615,ADMINISTRACION DE EMPRESAS,1,Primera vez en una carrera,k,Final,Final,0
T00090617,ADMINISTRACION DE EMPRESAS,1,Primera vez en una carrera,k,Final,Final,0
T00090618,INGENIERIA BIOMEDICA,3,Primera vez en una carrera -> Continuo regular -> Continuo regular,aac,Grado,Grado,0
T00090619,FINANZAS Y NEGOCIOS INTERNACIO,1,Primera vez en una carrera,c,Grado,Grado,0
T00090620,FINANZAS Y NEGOCIOS INTERNACIO,1,Primera vez en una carrera,c,Grado,Grado,0
T00090621,FINANZAS Y NEGOCIOS INTERNACIO,1,Primera vez en una carrera,k,Final,Final,0
T00090622,INGENIERIA DE SISTEMAS Y COMPU,2,Primera vez en una carrera -> PAP,bc,Grado,Grado,0
T00090623,FINANZAS Y NEGOCIOS INTERNACIO,1,Primera vez en una carrera,c,Grado,Grado,0
T00090624,FINANZAS Y NEGOCIOS INTERNACIO,1,Primera vez en una carrera,c,Grado,Grado,0
T00090625,FINANZAS Y NEGOCIOS INTERNACIO,1,Primera vez en una carrera,c,Grado,Grado,0
T00090631,INGENIERIA CIVIL,3,Primera vez en una carrera -> Continuo regular -> Continuo regular,aac,Grado,Grado,0
T00090634,FINANZAS Y NEGOCIOS INTERNACIO,3,Primera vez en una carrera -> Continuo regular -> PAP,abc,Grado,Grado,0
T00090646,PSICOLOGIA,2,Primera vez en una carrera -> Continuo regular,ac,Grado,Grado,0
T00090656,INGENIERIA QUIMICA,2,Primera vez en una carrera -> Continuo regular,ak,Final,Final,0
T00090665,INGENIERIA INDUSTRIAL,3,Primera vez en una carrera -> Continuo regular -> PAP,abc,Grado,Grado,0
T00090666,FINANZAS Y NEGOCIOS INTERNACIO,3,Primera vez en una carrera -> Continuo regular -> Continuo regular,aac,Grado,Grado,0
T00090677,PSICOLOGIA,3,Primera vez en una carrera -> Continuo regular -> Continuo regular,aac,Grado,Grado,0
T00090689,DERECHO,3,Primera vez en una carrera -> Continuo regular -> PAP,abc,Grado,Grado,0
T00090691,PSICOLOGIA,3,Primera vez en una carrera -> Continuo regular -> Continuo regular,aac,Grado,Grado,0
T00090692,INGENIERIA BIOMEDICA,3,Primera vez en una carrera -> Continuo regular -> Continuo regular,aac,Grado,Grado,0
T00090700,INGENIERIA DE SISTEMAS Y COMPU,3,Primera vez en una carrera -> Continuo regular -> PAP,abc,Grado,Grado,0
T00090707,INGENIERIA MECANICA,2,Primera vez en una carrera -> Continuo regular,ac,Grado,Grado,0
T00090725,CIENCIA POLITICA Y RELAC INTER,3,Primera vez en una carrera -> Continuo regular -> Continuo regular,aac,Grado,Grado,0
T00090729,PSICOLOGIA,3,Primera vez en una carrera -> Continuo regular -> PAP,abc,Grado,Grado,0
T00090734,PSICOLOGIA,2,Primera vez en una carrera -> Continuo regular,ak,Final,Final,0
T00090742,INGENIERIA MECANICA,2,Primera vez en una carrera -> PAP,bc,Grado,Grado,0
T00090753,INGENIERIA BIOMEDICA,2,Primera vez en una carrera -> PAP,bk,Final,Final,0
T00090755,INGENIERIA DE SISTEMAS Y COMPU,2,Primera vez en una carrera -> PAP,bc,Grado,Grado,0
T00090771,INGENIERIA QUIMICA,3,Primera vez en una carrera -> Continuo regular -> Continuo regular,aac,Grado,Grado,0
T00091785,DERECHO,3,Primera vez en una carrera -> Continuo regular -> Continuo regular,aac,Grado,Grado,0
T00091786,COMUNICACION SOCIAL,3,Primera vez en una carrera -> Continuo regular -> Continuo regular,aac,Grado,Grado,0
T00091789,INGENIERIA DE SISTEMAS Y COMPU,3,Primera vez en una carrera -> Continuo regular -> PAP,abk,Final,Final,0
T00091794,PSICOLOGIA,3,Primera vez en una carrera -> Continuo regular -> Continuo regular,aac,Grado,Grado,0
T00091797,FINANZAS Y NEGOCIOS INTERNACIO,3,Primera vez en una carrera -> Continuo regular -> Continuo regular,aac,Grado,Grado,0
T00091808,FINANZAS Y NEGOCIOS INTERNACIO,3,Primera vez en una carrera -> Continuo regular -> Continuo regular,aac,Grado,Grado,0
T00091829,FINANZAS Y NEGOCIOS INTERNACIO,3,Primera vez en una carrera -> Continuo regular -> Continuo regular,aac,Grado,Grado,0
T00091830,PSICOLOGIA,2,Primera vez en una carrera -> Continuo regular,ac,Grado,Grado,0
T00091867,FINANZAS Y NEGOCIOS INTERNACIO,2,Primera vez en una carrera -> Continuo regular,ac,Grado,Grado,0
T00091888,PSICOLOGIA,3,Primera vez en una carrera -> Continuo regular -> PAP,abc,Grado,Grado,0
T00091906,INGENIERIA DE SISTEMAS Y COMPU,3,Primera vez en una carrera -> Continuo regular -> Continuo regular,aac,Grado,Grado,0
T00091918,INGENIERIA NAVAL,2,Primera vez en una carrera -> Continuo regular,ac,Grado,Grado,0
T00091924,INGENIERIA BIOMEDICA,3,Primera vez en una carrera -> Continuo regular -> Continuo regular,aac,Grado,Grado,0
T00091941,CONTADURIA PUBLICA,3,Primera vez en una carrera -> Continuo regular -> Continuo regular,aac,Grado,Grado,0
T00091958,ADMINISTRACION DE EMPRESAS,3,Primera vez en una carrera -> Continuo regular -> Continuo regular,aac,Grado,Grado,0
T00091975,DERECHO,3,Primera vez en una carrera -> Continuo regular -> Continuo regular,aac,Grado,Grado,0
T00091981,INGENIERIA CIVIL,2,Primera vez en una carrera -> Continuo regular,ac,Grado,Grado,0
T00091995,INGENIERIA DE SISTEMAS Y COMPU,1,Primera vez en una carrera,k,Final,Final,0
T00092800,FINANZAS Y NEGOCIOS INTERNACIO,2,Primera vez en una carrera -> Continuo regular,ac,Grado,Grado,0
T00092817,PSICOLOGIA,2,Primera vez en una carrera -> Continuo regular,ac,Grado,Grado,0
T00092822,INGENIERIA MECATRONICA,1,Primera vez en una carrera,k,Final,Final,0
T00092849,INGENIERIA MECANICA,2,Primera vez en una carrera -> Continuo regular,ac,Grado,Grado,0
T00092891,INGENIERIA DE SISTEMAS Y COMPU,2,Primera vez en una carrera -> Continuo regular,ac,Grado,Grado,0
T00092903,CIENCIA POLITICA Y RELAC INTER,2,Primera vez en una carrera -> Continuo regular,ak,Final,Final,0
T00092905,FINANZAS Y NEGOCIOS INTERNACIO,2,Primera vez en una carrera -> Continuo regular,ac,Grado,Grado,0
T00092909,INGENIERIA BIOMEDICA,2,Primera vez en una carrera -> Continuo regular,ac,Grado,Grado,0
T00092910,FINANZAS Y NEGOCIOS INTERNACIO,2,Primera vez en una carrera -> Continuo regular,ak,Final,Final,0
T00092913,CIENCIA POLITICA Y RELAC INTER,2,Primera vez en una carrera -> Continuo regular,ak,Final,Final,0
T00092917,INGENIERIA DE SISTEMAS Y COMPU,2,Primera vez en una carrera -> Continuo regular,ak,Final,Final,0
T00092920,INGENIERIA DE SISTEMAS Y COMPU,2,Primera vez en una carrera -> Continuo regular,ac,Grado,Grado,0
T00093599,FINANZAS Y NEGOCIOS INTERNACIO,2,Primera vez en una carrera -> Continuo regular,ac,Grado,Grado,0
T00093622,FINANZAS Y NEGOCIOS INTERNACIO,2,Primera vez en una carrera -> Continuo regular,ac,Grado,Grado,0
T00093838,PSICOLOGIA,2,Primera vez en una carrera -> Continuo regular,ac,Grado,Grado,0
T00093859,PSICOLOGIA,2,Primera vez en una carrera -> Continuo regular,ac,Grado,Grado,0
T00093860,INGENIERIA CIVIL,2,Primera vez en una carrera -> Continuo regular,ac,Grado,Grado,0
T00093974,ADMINISTRACION DE EMPRESAS,2,Primera vez en una carrera -> Continuo regular,ak,Final,Final,0
T00093983,FINANZAS Y NEGOCIOS INTERNACIO,2,Primera vez en una carrera -> Continuo regular,ac,Grado,Grado,0
T00094061,INGENIERIA NAVAL,2,Primera vez en una carrera -> Continuo regular,ak,Final,Final,0
T00094565,INGENIERIA QUIMICA,2,Primera vez en una carrera -> Continuo regular,ac,Grado,Grado,0
T00094566,FINANZAS Y NEGOCIOS INTERNACIO,1,Primera vez en una carrera,k,Final,Final,0
T00094576,INGENIERIA INDUSTRIAL,2,Primera vez en una carrera -> Continuo regular,ac,Grado,Grado,0
T00094578,FINANZAS Y NEGOCIOS INTERNACIO,2,Primera vez en una carrera -> Continuo regular,ak,Final,Final,0
T00094594,CIENCIA POLITICA Y RELAC INTER,2,Primera vez en una carrera -> Continuo regular,ac,Grado,Grado,0
T00094601,COMUNICACION SOCIAL,2,Primera vez en una carrera -> Continuo regular,ak,Final,Final,0
T00094675,FINANZAS Y NEGOCIOS INTERNACIO,2,Primera vez en una carrera -> Continuo regular,ac,Grado,Grado,0
T00094685,COMUNICACION SOCIAL,2,Primera vez en una carrera -> Continuo regular,ak,Final,Final,0
T00094701,ADMINISTRACION DE EMPRESAS,2,Primera vez en una carrera -> Continuo regular,ac,Grado,Grado,0
T00094708,INGENIERIA BIOMEDICA,2,Primera vez en una carrera -> Continuo regular,ac,Grado,Grado,0
T00094728,CIENCIA POLITICA Y RELAC INTER,2,Primera vez en una carrera -> Continuo regular,ac,Grado,Grado,0
T00094742,DERECHO,2,Primera vez en una carrera -> Continuo regular,ac,Grado,Grado,0
T00094755,INGENIERIA DE SISTEMAS Y COMPU,2,Primera vez en una carrera -> Continuo regular,ak,Final,Final,0
T00094768,FINANZAS Y NEGOCIOS INTERNACIO,2,Primera vez en una carrera -> Continuo regular,ak,Final,Final,0
T00094771,INGENIERIA DE SISTEMAS Y COMPU,2,Primera vez en una carrera -> Continuo regular,ac,Grado,Grado,0
T00094797,INGENIERIA DE SISTEMAS Y COMPU,2,Primera vez en una carrera -> Continuo regular,ak,Final,Final,0
T00094817,INGENIERIA MECATRONICA,2,Primera vez en una carrera -> Continuo regular,ac,Grado,Grado,0
T00094824,PSICOLOGIA,1,Primera vez en una carrera,c,Grado,Grado,0
T00094829,INGENIERIA MECANICA,2,Primera vez en una carrera -> Continuo regular,ac,Grado,Grado,0
T00094836,ADMINISTRACION DE EMPRESAS,1,Primera vez en una carrera,k,Final,Final,0
T00094881,DERECHO,2,Primera vez en una carrera -> Continuo regular,ac,Grado,Grado,0
T00094921,FINANZAS Y NEGOCIOS INTERNACIO,2,Primera vez en una carrera -> Continuo regular,ac,Grado,Grado,0
T00094922,PSICOLOGIA,2,Primera vez en una carrera -> Continuo regular,ak,Final,Final,0
T00094924,FINANZAS Y NEGOCIOS INTERNACIO,1,Primera vez en una carrera,c,Grado,Grado,0
T00094925,FINANZAS Y NEGOCIOS INTERNACIO,2,Primera vez en una carrera -> Continuo regular,ac,Grado,Grado,0
T00094946,PSICOLOGIA,2,Primera vez en una carrera -> Continuo regular,ac,Grado,Grado,0
T00094981,CIENCIA POLITICA Y RELAC INTER,2,Primera vez en una carrera -> Continuo regular,ac,Grado,Grado,0
T00094987,INGENIERIA BIOMEDICA,2,Primera vez en una carrera -> Continuo regular,ac,Grado,Grado,0
T00094997,INGENIERIA INDUSTRIAL,2,Primera vez en una carrera -> Continuo regular,ac,Grado,Grado,0
T00095005,PSICOLOGIA,2,Primera vez en una carrera -> Continuo regular,ac,Grado,Grado,0
T00095322,CONTADURIA PUBLICA,2,Primera vez en una carrera -> Continuo regular,ac,Grado,Grado,0
T00095323,INGENIERIA DE SISTEMAS Y COMPU,2,Primera vez en una carrera -> Continuo regular,ak,Final,Final,0
T00095336,INGENIERIA BIOMEDICA,2,Primera vez en una carrera -> Continuo regular,ac,Grado,Grado,0
T00095342,INGENIERIA MECATRONICA,2,Primera vez en una carrera -> Continuo regular,ak,Final,Final,0
T00095347,INGENIERIA DE SISTEMAS Y COMPU,2,Primera vez en una carrera -> Continuo regular,ak,Final,Final,0
T00095350,INGENIERIA NAVAL,2,Primera vez en una carrera -> Continuo regular,ac,Grado,Grado,0
T00095358,INGENIERIA INDUSTRIAL,2,Primera vez en una carrera -> Continuo regular,ac,Grado,Grado,0
T00095371,INGENIERIA BIOMEDICA,2,Primera vez en una carrera -> Continuo regular,ak,Final,Final,0
T00095372,CONTADURIA PUBLICA,2,Primera vez en una carrera -> Continuo regular,ac,Grado,Grado,0
T00095382,INGENIERIA NAVAL,1,Primera vez en una carrera,k,Final,Final,0
T00095400,INGENIERIA INDUSTRIAL,1,Primera vez en una carrera,k,Final,Final,0
T00095401,INGENIERIA NAVAL,2,Primera vez en una carrera -> Continuo regular,ac,Grado,Grado,0
T00095403,INGENIERIA CIVIL,2,Primera vez en una carrera -> Continuo regular,ak,Final,Final,0
T00095404,INGENIERIA DE SISTEMAS Y COMPU,2,Primera vez en una carrera -> Continuo regular,ac,Grado,Grado,0
T00095412,INGENIERIA MECANICA,2,Primera vez en una carrera -> Continuo regular,ac,Grado,Grado,0
T00095421,INGENIERIA NAVAL,2,Primera vez en una carrera -> Continuo regular,ak,Final,Final,0
T00095423,FINANZAS Y NEGOCIOS INTERNACIO,2,Primera vez en una carrera -> Continuo regular,ac,Grado,Grado,0
T00095429,CONTADURIA PUBLICA,1,Primera vez en una carrera,c,Grado,Grado,0
T00095431,INGENIERIA MECATRONICA,2,Primera vez en una carrera -> Continuo regular,ac,Grado,Grado,0
T00095440,INGENIERIA AMBIENTAL,2,Primera vez en una carrera -> Continuo regular,ak,Final,Final,0
T00095443,FINANZAS Y NEGOCIOS INTERNACIO,1,Primera vez en una carrera,k,Final,Final,0
T00095459,INGENIERIA ELECTRICA,2,Primera vez en una carrera -> Continuo regular,ac,Grado,Grado,0
T00095463,DERECHO,2,Primera vez en una carrera -> Continuo regular,ac,Grado,Grado,0
T00095499,INGENIERIA DE SISTEMAS Y COMPU,1,Primera vez en una carrera,k,Final,Final,0
T00095509,INGENIERIA DE SISTEMAS Y COMPU,1,Primera vez en una carrera,k,Final,Final,0
T00095518,CONTADURIA PUBLICA,2,Primera vez en una carrera -> Continuo regular,ak,Final,Final,0
T00095544,FINANZAS Y NEGOCIOS INTERNACIO,2,Primera vez en una carrera -> Continuo regular,ac,Grado,Grado,0
T00095547,COMUNICACION SOCIAL,2,Primera vez en una carrera -> Continuo regular,ac,Grado,Grado,0
T00095553,DERECHO,2,Primera vez en una carrera -> Continuo regular,ac,Grado,Grado,0
T00095557,INGENIERIA ELECTRONICA,2,Primera vez en una carrera -> Continuo regular,ak,Final,Final,0
T00095576,CIENCIA POLITICA Y RELAC INTER,2,Primera vez en una carrera -> Continuo regular,ak,Final,Final,0
T00095577,INGENIERIA INDUSTRIAL,2,Primera vez en una carrera -> Continuo regular,ac,Grado,Grado,0
T00095578,FINANZAS Y NEGOCIOS INTERNACIO,2,Primera vez en una carrera -> Continuo regular,ak,Final,Final,0
T00095585,INGENIERIA NAVAL,2,Primera vez en una carrera -> Continuo regular,ak,Final,Final,0
T00095592,PSICOLOGIA,2,Primera vez en una carrera -> PAP,bc,Grado,Grado,0
T00095600,INGENIERIA INDUSTRIAL,2,Primera vez en una carrera -> Continuo regular,ac,Grado,Grado,0
T00095616,ADMINISTRACION DE EMPRESAS,2,Primera vez en una carrera -> Continuo regular,ak,Final,Final,0
T00095617,INGENIERIA INDUSTRIAL,2,Primera vez en una carrera -> Primera vez en una carrera,ak,Final,Final,1
T00095629,FINANZAS Y NEGOCIOS INTERNACIO,2,Primera vez en una carrera -> Continuo regular,ak,Final,Final,0
T00095643,INGENIERIA MECANICA,2,Primera vez en una carrera -> Continuo regular,ac,Grado,Grado,0
T00095648,FINANZAS Y NEGOCIOS INTERNACIO,2,Primera vez en una carrera -> Continuo regular,ac,Grado,Grado,0
T00095649,INGENIERIA ELECTRONICA,2,Primera vez en una carrera -> Continuo regular,ac,Grado,Grado,0
T00095650,CONTADURIA PUBLICA,2,Primera vez en una carrera -> PAP,bk,Final,Final,0
T00095652,INGENIERIA DE SISTEMAS Y COMPU,2,Primera vez en una carrera -> Continuo regular,ac,Grado,Grado,0
T00095658,ADMINISTRACION DE EMPRESAS,2,Primera vez en una carrera -> Continuo regular,ak,Final,Final,0
